"Author","Confidence-Score-score","Detection Method","Detection Method ID","interaction","Interaction Type","Module_Edge_Color","name","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Database"
"Simeoni F (2013)",,"affinity chromatography technology","MI:0004","1103710","physical association","-1","51548 (1103710) 4000","physical association","pubmed","24169447","false","1103710","51548 (1103710) 4000","psi-mi"
"Huttlin EL (2017)","0.837835165","affinity chromatography technology","MI:0004","2265285","physical association","-1","26747 (2265285) 274","physical association","pubmed","28514442","false","2265285","26747 (2265285) 274","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1452473","physical association","-1","4625 (1452473) 25824","physical association","pubmed","26496610","false","1452473","4625 (1452473) 25824","psi-mi"
"So J (2015)",,"affinity chromatography technology","MI:0004","1105554","physical association","-1","3611 (1105554) 4000","physical association","pubmed","25852190","false","1105554","3611 (1105554) 4000","psi-mi"
"Morris JA (2003)",,"two hybrid","MI:0018","326015","direct interaction","-1","27185 (326015) 88","direct interaction","pubmed","12812986","false","326015","27185 (326015) 88","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1453552","physical association","-1","4625 (1453552) 51382","physical association","pubmed","26496610","false","1453552","4625 (1453552) 51382","psi-mi"
"So J (2015)",,"affinity chromatography technology","MI:0004","1105623","physical association","-1","3654 (1105623) 4000","physical association","pubmed","25852190","false","1105623","3654 (1105623) 4000","psi-mi"
"Eldstrom J (2003)",,"two hybrid","MI:0018","256192","direct interaction","-1","3741 (256192) 88","direct interaction","pubmed","12860415","false","256192","3741 (256192) 88","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1453676","physical association","-1","4625 (1453676) 51548","physical association","pubmed","26496610","false","1453676","4625 (1453676) 51548","psi-mi"
"So J (2015)",,"affinity chromatography technology","MI:0004","1105667","physical association","-1","3985 (1105667) 4000","physical association","pubmed","25852190","false","1105667","3985 (1105667) 4000","psi-mi"
"Eldstrom J (2003)",,"affinity chromatography technology","MI:0004","256193","physical association","-1","88 (256193) 1739","physical association","pubmed","12860415","false","256193","88 (256193) 1739","psi-mi"
"Eldstrom J (2003)",,"affinity chromatography technology","MI:0004","256194","physical association","-1","1739 (256194) 88","physical association","pubmed","12860415","false","256194","1739 (256194) 88","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1455462","physical association","-1","4625 (1455462) 63967","physical association","pubmed","26496610","false","1455462","4625 (1455462) 63967","psi-mi"
"So J (2015)",,"affinity chromatography technology","MI:0004","1105725","physical association","-1","23031 (1105725) 4000","physical association","pubmed","25852190","false","1105725","23031 (1105725) 4000","psi-mi"
"Morris JA (2003)",,"affinity chromatography technology","MI:0004","256723","physical association","-1","27185 (256723) 88","physical association","pubmed","12812986","false","256723","27185 (256723) 88","psi-mi"
"Wan C (2015)","0.124714765","biochemical","MI:0401","1265090","colocalization","-1","7135 (1265090) 4625","colocalization","pubmed","26344197","false","1265090","7135 (1265090) 4625","psi-mi"
"Huttlin EL (2017)","0.99999999","affinity chromatography technology","MI:0004","2217586","physical association","-1","7090 (2217586) 4625","physical association","pubmed","28514442","false","2217586","7090 (2217586) 4625","psi-mi"
"Vermeulen M (2010)",,"affinity chromatography technology","MI:0004","1056758","physical association","-1","124944 (1056758) 4000","physical association","pubmed","20850016","false","1056758","124944 (1056758) 4000","psi-mi"
"Hanson D (2014)",,"affinity chromatography technology","MI:0004","1057821","physical association","-1","9820 (1057821) 4000","physical association","pubmed","24711643","false","1057821","9820 (1057821) 4000","psi-mi"
"Huttlin EL (2017)","0.997256282","affinity chromatography technology","MI:0004","2235572","physical association","-1","11319 (2235572) 4625","physical association","pubmed","28514442","false","2235572","11319 (2235572) 4625","psi-mi"
"Hanson D (2014)",,"affinity chromatography technology","MI:0004","1058420","physical association","-1","23363 (1058420) 4000","physical association","pubmed","24711643","false","1058420","23363 (1058420) 4000","psi-mi"
"Fedorova OA (2011)",,"affinity chromatography technology","MI:0004","594667","physical association","-1","5684 (594667) 88","physical association","pubmed","22079093","false","594667","5684 (594667) 88","psi-mi"
"Hanson D (2014)",,"affinity chromatography technology","MI:0004","1059006","physical association","-1","83987 (1059006) 4000","physical association","pubmed","24711643","false","1059006","83987 (1059006) 4000","psi-mi"
"Pozuelo-Rubio M (2010)",,"affinity chromatography technology","MI:0004","568534","physical association","-1","10971 (568534) 88","physical association","pubmed","20618440","false","568534","10971 (568534) 88","psi-mi"
"Huttlin EL (2017)","0.996462723","affinity chromatography technology","MI:0004","2236550","physical association","-1","84258 (2236550) 4625","physical association","pubmed","28514442","false","2236550","84258 (2236550) 4625","psi-mi"
"Matafora V (2009)",,"enzymatic study","MI:0415","1060331","direct interaction","-1","7329 (1060331) 4000","direct interaction","pubmed","19596686","false","1060331","7329 (1060331) 4000","psi-mi"
"Huttlin EL (2017)","0.999744732","affinity chromatography technology","MI:0004","2228682","physical association","-1","54916 (2228682) 4625","physical association","pubmed","28514442","false","2228682","54916 (2228682) 4625","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1051451","physical association","-1","2023 (1051451) 4000","physical association","pubmed","22658674","false","1051451","2023 (1051451) 4000","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","569773","direct interaction","-1","8204 (569773) 88","direct interaction","pubmed","15604093","false","569773","8204 (569773) 88","psi-mi"
"Huttlin EL (2017)","0.99971968","affinity chromatography technology","MI:0004","2228886","physical association","-1","6495 (2228886) 4625","physical association","pubmed","28514442","false","2228886","6495 (2228886) 4625","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1051623","physical association","-1","6472 (1051623) 4000","physical association","pubmed","22658674","false","1051623","6472 (1051623) 4000","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1052045","physical association","-1","4343 (1052045) 4000","physical association","pubmed","22658674","false","1052045","4343 (1052045) 4000","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","569778","direct interaction","-1","8850 (569778) 88","direct interaction","pubmed","15604093","false","569778","8850 (569778) 88","psi-mi"
"Huttlin EL (2017)","0.999635665","affinity chromatography technology","MI:0004","2229523","physical association","-1","8227 (2229523) 4625","physical association","pubmed","28514442","false","2229523","8227 (2229523) 4625","psi-mi"
"Castello A (2012)",,"affinity chromatography technology","MI:0004","1052992","physical association","-1","10482 (1052992) 4000","physical association","pubmed","22658674","false","1052992","10482 (1052992) 4000","psi-mi"
"Huttlin EL (2017)","0.999295981","affinity chromatography technology","MI:0004","2231294","physical association","-1","55143 (2231294) 4625","physical association","pubmed","28514442","false","2231294","55143 (2231294) 4625","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","569787","direct interaction","-1","9282 (569787) 88","direct interaction","pubmed","15604093","false","569787","9282 (569787) 88","psi-mi"
"Huttlin EL (2017)","0.998468173","affinity chromatography technology","MI:0004","2233596","physical association","-1","79641 (2233596) 4625","physical association","pubmed","28514442","false","2233596","79641 (2233596) 4625","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","922988","colocalization","-1","4000 (922988) 4691","colocalization","pubmed","22863883","false","922988","4000 (922988) 4691","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","569820","direct interaction","-1","22938 (569820) 88","direct interaction","pubmed","15604093","false","569820","22938 (569820) 88","psi-mi"
"Wang T (2014)",,"affinity chromatography technology","MI:0004","1031922","physical association","-1","2521 (1031922) 131377","physical association","pubmed","25192599","false","1031922","2521 (1031922) 131377","psi-mi"
"Kristensen AR (2012)",,"biochemical","MI:0401","924684","colocalization","-1","4000 (924684) 9475","colocalization","pubmed","22863883","false","924684","4000 (924684) 9475","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","569827","direct interaction","-1","23421 (569827) 88","direct interaction","pubmed","15604093","false","569827","23421 (569827) 88","psi-mi"
"Drissi R (2015)",,"affinity chromatography technology","MI:0004","1511733","physical association","-1","4174 (1511733) 4000","physical association","pubmed","25963833","false","1511733","4174 (1511733) 4000","psi-mi"
"Garg A (2014)",,"two hybrid","MI:0018","957587","direct interaction","-1","131377 (957587) 7416","direct interaction","pubmed","24960163","false","957587","131377 (957587) 7416","psi-mi"
"Lleres D (2010)",,"affinity chromatography technology","MI:0004","1514200","physical association","-1","22938 (1514200) 4000","physical association","pubmed","20467437","false","1514200","22938 (1514200) 4000","psi-mi"
"Kahle JJ (2011)",,"two hybrid","MI:0018","569892","direct interaction","-1","6314 (569892) 88","direct interaction","pubmed","21078624","false","569892","6314 (569892) 88","psi-mi"
"Lleres D (2010)",,"affinity chromatography technology","MI:0004","1514412","physical association","-1","988 (1514412) 4000","physical association","pubmed","20467437","false","1514412","988 (1514412) 4000","psi-mi"
"Garg A (2014)",,"two hybrid","MI:0018","957588","direct interaction","-1","131377 (957588) 79026","direct interaction","pubmed","24960163","false","957588","131377 (957588) 79026","psi-mi"
"Albers M (2005)",,"two hybrid","MI:0018","574378","direct interaction","-1","8856 (574378) 88","direct interaction","pubmed","15604093","false","574378","8856 (574378) 88","psi-mi"
"Andrews PS (2010)",,"enzymatic study","MI:0415","1534007","direct interaction","-1","57154 (1534007) 4000","direct interaction","pubmed","20804422","false","1534007","57154 (1534007) 4000","psi-mi"
"Garg A (2014)",,"two hybrid","MI:0018","957589","direct interaction","-1","131377 (957589) 200014","direct interaction","pubmed","24960163","false","957589","131377 (957589) 200014","psi-mi"
"Drissi R (2015)",,"affinity chromatography technology","MI:0004","1511182","physical association","-1","4171 (1511182) 4000","physical association","pubmed","25963833","false","1511182","4171 (1511182) 4000","psi-mi"
"Faulkner G (1999)",,"two hybrid","MI:0018","632926","direct interaction","-1","11155 (632926) 88","direct interaction","pubmed","10427098","false","632926","11155 (632926) 88","psi-mi"
"Emdal KB (2015)",,"affinity chromatography technology","MI:0004","1275223","physical association","-1","4914 (1275223) 4000","physical association","pubmed","25921289","false","1275223","4914 (1275223) 4000","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1041613","direct interaction","-1","5966 (1041613) 131377","direct interaction","pubmed","25416956","false","1041613","5966 (1041613) 131377","psi-mi"
"Lu L (2009)",,"pull down","MI:0096","604548","direct interaction","-1","3781 (604548) 88","direct interaction","pubmed","19815520","false","604548","3781 (604548) 88","psi-mi"
"Chu L (2012)",,"affinity chromatography technology","MI:0004","1277291","physical association","-1","677770 (1277291) 4000","physical association","pubmed","22751105","false","1277291","677770 (1277291) 4000","psi-mi"
